trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
175,False,"{'a': 0.5, 'e': 0.17204486382305054}",30,19,19.40004595510814,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.5, 'e': 0.17033298882540943}",25,10,8.029599982858066,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.5, 'e': 0.1686381472685955}",30,21,16.070435371682382,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.5, 'e': 0.1669601696670407}",20,14,11.031724223408842,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.5, 'e': 0.16529888822158653}",25,14,-24.028865601653322,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
180,False,"{'a': 0.5, 'e': 0.16365413680270405}",20,0,28.368067028367847,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
181,False,"{'a': 0.5, 'e': 0.16202575093388075}",20,0,28.037871864048718,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
182,False,"{'a': 0.5, 'e': 0.16041356777517274}",25,17,12.665606212054003,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.5, 'e': 0.15881742610692068}",20,7,12.911604964394588,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
184,False,"{'a': 0.5, 'e': 0.1572371663136276}",20,14,14.716512124357585,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.5, 'e': 0.1556726303679973}",30,20,-4.23061842902529,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
186,False,"{'a': 0.5, 'e': 0.1541236618151314}",35,2,7.566239685302621,"{0: 30, 1: 1, 2: 1, 3: 1, 4: 0}",1
187,False,"{'a': 0.5, 'e': 0.15259010575688386}",25,15,16.561629970603164,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.5, 'e': 0.15107180883637084}",25,17,15.364353527345017,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.5, 'e': 0.14956861922263504}",25,4,-28.62776846797921,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 1}",1
190,False,"{'a': 0.5, 'e': 0.14808038659546244}",20,10,18.433162319569867,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.5, 'e': 0.14660696213035015}",25,0,-22.66923161169614,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
192,False,"{'a': 0.5, 'e': 0.14514819848362373}",20,15,0.8065179728546761,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.14370394977770293}",30,14,-40.50621285398755,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 1}",1
194,False,"{'a': 0.5, 'e': 0.1422740715865136}",20,10,13.702130274508402,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.5, 'e': 0.140858420921045}",30,21,2.8098565024707507,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
196,False,"{'a': 0.5, 'e': 0.13945685621505094}",20,0,15.331435990448993,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
197,False,"{'a': 0.5, 'e': 0.13806923731089282}",20,15,-12.43466633663785,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
198,False,"{'a': 0.5, 'e': 0.13669542544552385}",25,9,16.867901368001135,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
199,False,"{'a': 0.5, 'e': 0.1353352832366127}",30,12,26.73604877114804,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.5, 'e': 0.13398867466880493}",25,0,9.443691668161996,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
201,False,"{'a': 0.5, 'e': 0.13265546508012172}",20,10,19.19057008734857,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.5, 'e': 0.13133552114849303}",30,18,2.328706110811386,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
203,False,"{'a': 0.5, 'e': 0.1300287108784259}",20,12,4.735303933421999,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
204,False,"{'a': 0.5, 'e': 0.12873490358780423}",25,14,8.675724149519311,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
205,False,"{'a': 0.5, 'e': 0.12745396989482075}",20,11,7.2103087781299875,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.5, 'e': 0.12618578170503877}",20,13,-28.901845208643426,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
207,False,"{'a': 0.5, 'e': 0.12493021219858241}",35,15,24.75135271778226,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.5, 'e': 0.12368713581745483}",25,18,13.073586249613198,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.5, 'e': 0.1224564282529819}",20,14,13.704982340656956,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.5, 'e': 0.12123796643338168}",20,16,8.42942402570166,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.5, 'e': 0.12003162851145673}",20,11,18.988924398678048,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.5, 'e': 0.11883729385240965}",20,13,13.781740508704196,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.5, 'e': 0.11765484302177918}",20,13,5.874805321813847,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.5, 'e': 0.11648415777349697}",30,0,40.382310890064375,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
215,False,"{'a': 0.5, 'e': 0.11532512103806251}",25,5,31.75210223750996,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.5, 'e': 0.1141776169108365}",20,6,29.25982286925379,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.5, 'e': 0.11304153064044985}",20,12,5.4205247224411375,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
218,False,"{'a': 0.5, 'e': 0.11191674861732888}",25,4,34.688973840620505,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.5, 'e': 0.11080315836233387}",20,0,7.138421990612006,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
220,False,"{'a': 0.5, 'e': 0.10970064851551141}",25,6,28.62892511407579,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.5, 'e': 0.10860910882495796}",20,11,14.286439088541014,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.5, 'e': 0.10752843013579495}",20,10,16.402258776878845,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.5, 'e': 0.1064585043792528}",35,11,-25.378814221565456,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 1}",1
224,False,"{'a': 0.5, 'e': 0.10539922456186433}",30,13,29.07212587043577,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.5, 'e': 0.104350484754765}",20,0,31.627795650917566,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.5, 'e': 0.1033121800831002}",25,18,13.890885264686547,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.5, 'e': 0.10228420671553744}",25,16,3.9650952310663667,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
228,False,"{'a': 0.5, 'e': 0.1012664618538834}",30,12,15.234720397872573,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
229,False,"{'a': 0.5, 'e': 0.1002588437228037}",25,3,34.53953553114804,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.5, 'e': 0.09926125155964566}",25,14,2.627231393675759,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
231,False,"{'a': 0.5, 'e': 0.09827358560436154}",20,10,13.074554208979023,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.5, 'e': 0.09729574708953276}",20,15,-3.9627169121792036,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
233,False,"{'a': 0.5, 'e': 0.09632763823049303}",20,5,25.600880887767264,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.5, 'e': 0.09536916221554961}",30,15,12.02781770679769,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
235,False,"{'a': 0.5, 'e': 0.09442022319630235}",25,15,10.404108462175362,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.5, 'e': 0.09348072627805847}",20,5,23.45694441218326,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.5, 'e': 0.09255057751034329}",20,6,25.12304456782771,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.5, 'e': 0.09162968387750484}",25,17,12.42275809125943,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.5, 'e': 0.09071795328941251}",25,9,26.417806717535637,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.5, 'e': 0.08981529457224763}",20,2,-15.371432192706392,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
241,False,"{'a': 0.5, 'e': 0.08892161745938634}",35,24,18.27781412709779,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.5, 'e': 0.08803683258237255}",30,19,22.44152198468047,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.5, 'e': 0.0871608514619813}",35,27,13.727577010157503,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.5, 'e': 0.0862935864993705}",20,4,3.510247875023474,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
245,False,"{'a': 0.5, 'e': 0.08543495096732123}",25,14,20.689289248933036,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.5, 'e': 0.08458485900156469}",25,20,12.943449805707505,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.5, 'e': 0.08374322559219596}",20,5,23.763769670844777,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.5, 'e': 0.08290996657517266}",25,18,12.424861642137644,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.5, 'e': 0.0820849986238988}",20,12,18.216220276745474,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.5, 'e': 0.08126823924089167}",30,23,11.869866593009078,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.5, 'e': 0.08045960674953244}",20,12,11.433392490210743,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.5, 'e': 0.07965902028589801}",20,4,24.18586617847926,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.5, 'e': 0.07886639979067495}",35,11,37.493237167283105,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.5, 'e': 0.07808166600115313}",20,0,2.171853275230626,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
255,False,"{'a': 0.5, 'e': 0.07730474044329974}",25,13,11.623181435061229,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
256,False,"{'a': 0.5, 'e': 0.07653554542391151}",20,13,11.36145817104435,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.5, 'e': 0.07577400402284548}",20,12,16.80036290401965,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.5, 'e': 0.07502004008532698}",30,14,25.82891038289492,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.5, 'e': 0.07427357821433388}",20,13,10.849194970313713,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.5, 'e': 0.0735345437630571}",20,11,14.647385064336937,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.5, 'e': 0.07280286282743559}",25,7,32.58208428133856,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.5, 'e': 0.0720784622387661}",25,13,9.639635227656926,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.07136126955638605}",20,10,-27.277863132093838,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
264,False,"{'a': 0.5, 'e': 0.0706512130604296}",20,0,25.33135043549355,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
265,False,"{'a': 0.5, 'e': 0.06994822174465536}",20,14,12.423693189345661,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.069252225309346}",20,0,17.234123804942747,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
267,False,"{'a': 0.5, 'e': 0.06856315415427791}",20,7,20.366057747090206,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.5, 'e': 0.06788093937176144}",30,24,9.272605050477393,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.5, 'e': 0.06720551273974976}",30,13,27.860403019469455,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.06653680671501686}",20,6,22.734959668254348,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.06587475442640295}",30,0,8.803651547462769,"{0: 27, 1: 0, 2: 3, 3: 0, 4: 0}",0
272,False,"{'a': 0.5, 'e': 0.06521928966812753}",20,6,25.302886045715574,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.5, 'e': 0.06457034689316847}",25,11,23.974261276845475,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.06392786120670757}",30,16,27.59423522582761,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.5, 'e': 0.0632917683596407}",30,20,0.335311911654981,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.06266200474215315}",20,12,10.145751425824642,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.06203850737735829}",20,15,9.375386040441263,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.5, 'e': 0.06142121391500013}",20,7,24.276693891985094,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.06081006262521795}",25,17,15.525393003685922,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.06020499239237354}",25,16,16.676333810559807,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.5, 'e': 0.05960594270893937}",25,16,18.116781934116005,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.05901285366944784}",25,14,-34.82511533252963,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
283,False,"{'a': 0.5, 'e': 0.05842566596450083}",20,5,14.920673007054091,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.5, 'e': 0.057844320874838456}",30,8,38.08335821577521,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.5, 'e': 0.05726876026546736}",30,20,17.537994478481785,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.0566989265798469}",20,16,7.956830458229993,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.056134762834133725}",20,16,7.2618773363748765,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.5, 'e': 0.05557621261148306}",20,10,0.2629279685833823,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.05502322005640723}",35,20,26.801934827112248,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.05447572986918986}",25,1,13.651527169013878,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 0}",1
291,False,"{'a': 0.5, 'e': 0.05393368730035602}",30,7,38.00122656254535,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.053397038145197084}",20,15,3.7908693802230307,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.5, 'e': 0.05286572873835037}",25,14,20.244503494622275,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.05233970594843238}",20,13,9.164971287800622,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.5, 'e': 0.05181891717272583}",20,13,13.986467887515174,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.5, 'e': 0.05130331033191911}",30,19,22.505449386483946,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.5, 'e': 0.0507928338648985}",20,6,24.629508381411583,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.5, 'e': 0.050287436723591865}",20,8,17.000124760578625,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.5, 'e': 0.049787068367863944}",30,13,30.281004804707297,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.5, 'e': 0}",25,16,18.399587993379516,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.5, 'e': 0}",20,7,18.55047497246253,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.5, 'e': 0}",35,16,35.66420577942004,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.5, 'e': 0}",35,23,20.40640277288302,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.5, 'e': 0}",25,11,27.83540195235112,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.5, 'e': 0}",25,0,41.982295491711334,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
7,True,"{'a': 0.5, 'e': 0}",25,14,19.517628627272938,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.5, 'e': 0}",25,14,24.56727154100746,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.5, 'e': 0}",20,9,20.187770382994636,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.5, 'e': 0}",20,6,27.45755888262935,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0.5, 'e': 0}",20,10,19.495082916986746,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0.5, 'e': 0}",30,18,25.659680762851124,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0.5, 'e': 0}",25,11,25.282861915989677,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0.5, 'e': 0}",25,17,13.670057363117847,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0.5, 'e': 0}",35,28,11.85289228882695,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0.5, 'e': 0}",25,8,36.99387099695444,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0.5, 'e': 0}",25,16,15.882108506539621,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0.5, 'e': 0}",20,15,7.12871497248377,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0.5, 'e': 0}",20,8,23.16499606438483,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0.5, 'e': 0}",35,14,40.22924220187995,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
